Price sequence generation for initial 1:
Position 0: secret=1, price=1
Prices around this position:
Position 1510: price 6
Position 1511: price 9
Position 1512: price 0
Position 1513: price 5
Found sequence [3, -9, 5, 3] at position 1156
Price from sequence: 8
Changes at this position: [3, -9, 5, 3]
Prices around this position:
Position 1156: price 6
Position 1157: price 9
Position 1158: price 0
Position 1159: price 5
Found sequence [3, -9, 6, 1] at position 510
Price from sequence: 7
Changes at this position: [3, -9, 6, 1]
Prices around this position:
Position 510: price 6
Position 511: price 9
Position 512: price 0
Position 513: price 6
Found sequence [3, -9, 7, 0] at position 424
Price from sequence: 7
Changes at this position: [3, -9, 7, 0]
Prices around this position:
Position 424: price 6
Position 425: price 9
Position 426: price 0
Position 427: price 7
Found sequence [3, -9, 9, -1] at position 14
Price from sequence: 8
Changes at this position: [3, -9, 9, -1]
Prices around this position:
Position 14: price 6
Position 15: price 9
Position 16: price 0
Position 17: price 9
Found sequence [3, -8, -1, 5] at position 42
Price from sequence: 5
Changes at this position: [3, -8, -1, 5]
Prices around this position:
Position 42: price 6
Position 43: price 9
Position 44: price 1
Position 45: price 0
Found sequence [3, -8, 0, 6] at position 322
Price from sequence: 7
Changes at this position: [3, -8, 0, 6]
Prices around this position:
Position 322: price 6
Position 323: price 9
Position 324: price 1
Position 325: price 1
Found sequence [3, -8, 1, 0] at position 211
Price from sequence: 1
Changes at this position: [3, -8, 1, 0]
Prices around this position:
Position 211: price 5
Position 212: price 8
Position 213: price 0
Position 214: price 1
Found sequence [3, -8, 1, 4] at position 596
Price from sequence: 5
Changes at this position: [3, -8, 1, 4]
Prices around this position:
Position 596: price 5
Position 597: price 8
Position 598: price 0
Position 599: price 1
Found sequence [3, -8, 1, 4] at position 687
Price from sequence: 5
Changes at this position: [3, -8, 1, 4]
Prices around this position:
Position 687: price 5
Position 688: price 8
Position 689: price 0
Position 690: price 1
Found sequence [3, -8, 1, 6] at position 142
Price from sequence: 8
Changes at this position: [3, -8, 1, 6]
Prices around this position:
Position 142: price 6
Position 143: price 9
Position 144: price 1
Position 145: price 2
Found sequence [3, -8, 2, -2] at position 971
Price from sequence: 1
Changes at this position: [3, -8, 2, -2]
Prices around this position:
Position 971: price 6
Position 972: price 9
Position 973: price 1
Position 974: price 3
Found sequence [3, -8, 2, -1] at position 354
Price from sequence: 1
Changes at this position: [3, -8, 2, -1]
Prices around this position:
Position 354: price 5
Position 355: price 8
Position 356: price 0
Position 357: price 2
Found sequence [3, -8, 2, -1] at position 250
Price from sequence: 1
Changes at this position: [3, -8, 2, -1]
Prices around this position:
Position 250: price 5
Position 251: price 8
Position 252: price 0
Position 253: price 2
Found sequence [3, -8, 2, 3] at position 382
Price from sequence: 6
Changes at this position: [3, -8, 2, 3]
Prices around this position:
Position 382: price 6
Position 383: price 9
Position 384: price 1
Position 385: price 3
Found sequence [3, -8, 2, 6] at position 1009
Price from sequence: 9
Changes at this position: [3, -8, 2, 6]
Prices around this position:
Position 1009: price 6
Position 1010: price 9
Position 1011: price 1
Position 1012: price 3
Found sequence [3, -8, 3, -2] at position 345
Price from sequence: 1
Changes at this position: [3, -8, 3, -2]
Prices around this position:
Position 345: price 5
Position 346: price 8
Position 347: price 0
Position 348: price 3
Found sequence [3, -8, 4, 0] at position 925
Price from sequence: 4
Changes at this position: [3, -8, 4, 0]
Prices around this position:
Position 925: price 5
Position 926: price 8
Position 927: price 0
Position 928: price 4
Found sequence [3, -8, 4, 3] at position 477
Price from sequence: 8
Changes at this position: [3, -8, 4, 3]
Prices around this position:
Position 477: price 6
Position 478: price 9
Position 479: price 1
Position 480: price 5
Found sequence [3, -8, 5, -4] at position 1655
Price from sequence: 2
Changes at this position: [3, -8, 5, -4]
Prices around this position:
Position 1655: price 6
Position 1656: price 9
Position 1657: price 1
Position 1658: price 6
Found sequence [3, -8, 6, -5] at position 877
Price from sequence: 2
Changes at this position: [3, -8, 6, -5]
Prices around this position:
Position 877: price 6
Position 878: price 9
Position 879: price 1
Position 880: price 7
Found sequence [3, -8, 7, -7] at position 72
Price from sequence: 0
Changes at this position: [3, -8, 7, -7]
Prices around this position:
Position 72: price 5
Position 73: price 8
Position 74: price 0
Position 75: price 7
Found sequence [3, -8, 7, -5] at position 302
Price from sequence: 2
Changes at this position: [3, -8, 7, -5]
Prices around this position:
Position 302: price 5
Position 303: price 8
Position 304: price 0
Position 305: price 7
Found sequence [3, -8, 7, -4] at position 1437
Price from sequence: 4
Changes at this position: [3, -8, 7, -4]
Prices around this position:
Position 1437: price 6
Position 1438: price 9
Position 1439: price 1
Position 1440: price 8
Found sequence [3, -8, 7, -2] at position 917
Price from sequence: 6
Changes at this position: [3, -8, 7, -2]
Prices around this position:
Position 917: price 6
Position 918: price 9
Position 919: price 1
Position 920: price 8
Found sequence [3, -8, 9, -5] at position 1793
Price from sequence: 4
Changes at this position: [3, -8, 9, -5]
Prices around this position:
Position 1793: price 5
Position 1794: price 8
Position 1795: price 0
Position 1796: price 9
Found sequence [3, -7, -2, 4] at position 681
Price from sequence: 4
Changes at this position: [3, -7, -2, 4]
Prices around this position:
Position 681: price 6
Position 682: price 9
Position 683: price 2
Position 684: price 0
Found sequence [3, -7, -1, 5] at position 997
Price from sequence: 6
Changes at this position: [3, -7, -1, 5]
Prices around this position:
Position 997: price 6
Position 998: price 9
Position 999: price 2
Position 1000: price 1
Found sequence [3, -7, -1, 9] at position 373
Price from sequence: 9
Changes at this position: [3, -7, -1, 9]
Prices around this position:
Position 373: price 5
Position 374: price 8
Position 375: price 1
Position 376: price 0
Found sequence [3, -7, 0, 1] at position 58
Price from sequence: 2
Changes at this position: [3, -7, 0, 1]
Prices around this position:
Position 58: price 5
Position 59: price 8
Position 60: price 1
Position 61: price 1
Found sequence [3, -7, 0, 4] at position 1421
Price from sequence: 4
Changes at this position: [3, -7, 0, 4]
Prices around this position:
Position 1421: price 4
Position 1422: price 7
Position 1423: price 0
Position 1424: price 0
Found sequence [3, -7, 1, 2] at position 948
Price from sequence: 4
Changes at this position: [3, -7, 1, 2]
Prices around this position:
Position 948: price 5
Position 949: price 8
Position 950: price 1
Position 951: price 2
Found sequence [3, -7, 1, 4] at position 1905
Price from sequence: 6
Changes at this position: [3, -7, 1, 4]
Prices around this position:
Position 1905: price 5
Position 1906: price 8
Position 1907: price 1
Position 1908: price 2
Found sequence [3, -7, 2, -4] at position 1680
Price from sequence: 0
Changes at this position: [3, -7, 2, -4]
Prices around this position:
Position 1680: price 6
Position 1681: price 9
Position 1682: price 2
Position 1683: price 4
Found sequence [3, -7, 3, 0] at position 530
Price from sequence: 4
Changes at this position: [3, -7, 3, 0]
Prices around this position:
Position 530: price 5
Position 531: price 8
Position 532: price 1
Position 533: price 4
Found sequence [3, -7, 3, 0] at position 680
Price from sequence: 4
Changes at this position: [3, -7, 3, 0]
Prices around this position:
Position 680: price 5
Position 681: price 8
Position 682: price 1
Position 683: price 4
Found sequence [3, -7, 4, -2] at position 947
Price from sequence: 2
Changes at this position: [3, -7, 4, -2]
Prices around this position:
Position 947: price 4
Position 948: price 7
Position 949: price 0
Position 950: price 4
Found sequence [3, -7, 4, 2] at position 366
Price from sequence: 7
Changes at this position: [3, -7, 4, 2]
Prices around this position:
Position 366: price 5
Position 367: price 8
Position 368: price 1
Position 369: price 5
Found sequence [3, -7, 4, 3] at position 952
Price from sequence: 8
Changes at this position: [3, -7, 4, 3]
Prices around this position:
Position 952: price 5
Position 953: price 8
Position 954: price 1
Position 955: price 5
Found sequence [3, -7, 4, 4] at position 1353
Price from sequence: 8
Changes at this position: [3, -7, 4, 4]
Prices around this position:
Position 1353: price 4
Position 1354: price 7
Position 1355: price 0
Position 1356: price 4
Found sequence [3, -7, 6, -8] at position 1355
Price from sequence: 0
Changes at this position: [3, -7, 6, -8]
Prices around this position:
Position 1355: price 6
Position 1356: price 9
Position 1357: price 2
Position 1358: price 8
Found sequence [3, -7, 6, -6] at position 553
Price from sequence: 1
Changes at this position: [3, -7, 6, -6]
Prices around this position:
Position 553: price 5
Position 554: price 8
Position 555: price 1
Position 556: price 7
Found sequence [3, -7, 7, -5] at position 742
Price from sequence: 2
Changes at this position: [3, -7, 7, -5]
Prices around this position:
Position 742: price 4
Position 743: price 7
Position 744: price 0
Position 745: price 7
Found sequence [3, -7, 7, -3] at position 866
Price from sequence: 5
Changes at this position: [3, -7, 7, -3]
Prices around this position:
Position 866: price 5
Position 867: price 8
Position 868: price 1
Position 869: price 8
Found sequence [3, -7, 7, -2] at position 264
Price from sequence: 5
Changes at this position: [3, -7, 7, -2]
Prices around this position:
Position 264: price 4
Position 265: price 7
Position 266: price 0
Position 267: price 7
Found sequence [3, -7, 7, -1] at position 388
Price from sequence: 6
Changes at this position: [3, -7, 7, -1]
Prices around this position:
Position 388: price 4
Position 389: price 7
Position 390: price 0
Position 391: price 7
Found sequence [3, -7, 8, -7] at position 419
Price from sequence: 1
Changes at this position: [3, -7, 8, -7]
Prices around this position:
Position 419: price 4
Position 420: price 7
Position 421: price 0
Position 422: price 8
Found sequence [3, -7, 8, -6] at position 957
Price from sequence: 3
Changes at this position: [3, -7, 8, -6]
Prices around this position:
Position 957: price 5
Position 958: price 8
Position 959: price 1
Position 960: price 9
Found sequence [3, -6, -1, -2] at position 1860
Price from sequence: 0
Changes at this position: [3, -6, -1, -2]
Prices around this position:
Position 1860: price 6
Position 1861: price 9
Position 1862: price 3
Position 1863: price 2
Found sequence [3, -6, -1, 5] at position 999
Price from sequence: 7
Changes at this position: [3, -6, -1, 5]
Prices around this position:
Position 999: price 6
Position 1000: price 9
Position 1001: price 3
Position 1002: price 2
Found sequence [3, -6, -1, 7] at position 1364
Price from sequence: 9
Changes at this position: [3, -6, -1, 7]
Prices around this position:
Position 1364: price 6
Position 1365: price 9
Position 1366: price 3
Position 1367: price 2
Found sequence [3, -6, -1, 7] at position 860
Price from sequence: 9
Changes at this position: [3, -6, -1, 7]
Prices around this position:
Position 860: price 6
Position 861: price 9
Position 862: price 3
Position 863: price 2
Found sequence [3, -6, 0, 2] at position 978
Price from sequence: 2
Changes at this position: [3, -6, 0, 2]
Prices around this position:
Position 978: price 3
Position 979: price 6
Position 980: price 0
Position 981: price 0
Found sequence [3, -6, 1, -2] at position 1892
Price from sequence: 0
Changes at this position: [3, -6, 1, -2]
Prices around this position:
Position 1892: price 4
Position 1893: price 7
Position 1894: price 1
Position 1895: price 2
Found sequence [3, -6, 1, 1] at position 498
Price from sequence: 5
Changes at this position: [3, -6, 1, 1]
Prices around this position:
Position 498: price 6
Position 499: price 9
Position 500: price 3
Position 501: price 4
Found sequence [3, -6, 1, 2] at position 1044
Price from sequence: 4
Changes at this position: [3, -6, 1, 2]
Prices around this position:
Position 1044: price 4
Position 1045: price 7
Position 1046: price 1
Position 1047: price 2
Found sequence [3, -6, 1, 3] at position 116
Price from sequence: 6
Changes at this position: [3, -6, 1, 3]
Prices around this position:
Position 116: price 5
Position 117: price 8
Position 118: price 2
Position 119: price 3
Found sequence [3, -6, 1, 5] at position 197
Price from sequence: 9
Changes at this position: [3, -6, 1, 5]
Prices around this position:
Position 197: price 6
Position 198: price 9
Position 199: price 3
Position 200: price 4
Found sequence [3, -6, 1, 5] at position 1437
Price from sequence: 8
Changes at this position: [3, -6, 1, 5]
Prices around this position:
Position 1437: price 5
Position 1438: price 8
Position 1439: price 2
Position 1440: price 3
Found sequence [3, -6, 1, 8] at position 1087
Price from sequence: 9
Changes at this position: [3, -6, 1, 8]
Prices around this position:
Position 1087: price 3
Position 1088: price 6
Position 1089: price 0
Position 1090: price 1
Found sequence [3, -6, 3, -3] at position 1019
Price from sequence: 0
Changes at this position: [3, -6, 3, -3]
Prices around this position:
Position 1019: price 3
Position 1020: price 6
Position 1021: price 0
Position 1022: price 3
Found sequence [3, -6, 3, -1] at position 1040
Price from sequence: 4
Changes at this position: [3, -6, 3, -1]
Prices around this position:
Position 1040: price 5
Position 1041: price 8
Position 1042: price 2
Position 1043: price 5
Found sequence [3, -6, 3, 0] at position 1310
Price from sequence: 3
Changes at this position: [3, -6, 3, 0]
Prices around this position:
Position 1310: price 3
Position 1311: price 6
Position 1312: price 0
Position 1313: price 3
Found sequence [3, -6, 3, 4] at position 1270
Price from sequence: 8
Changes at this position: [3, -6, 3, 4]
Prices around this position:
Position 1270: price 4
Position 1271: price 7
Position 1272: price 1
Position 1273: price 4
Found sequence [3, -6, 4, -7] at position 454
Price from sequence: 0
Changes at this position: [3, -6, 4, -7]
Prices around this position:
Position 454: price 6
Position 455: price 9
Position 456: price 3
Position 457: price 7
Found sequence [3, -6, 4, -6] at position 1212
Price from sequence: 1
Changes at this position: [3, -6, 4, -6]
Prices around this position:
Position 1212: price 6
Position 1213: price 9
Position 1214: price 3
Position 1215: price 7
Found sequence [3, -6, 4, -4] at position 74
Price from sequence: 1
Changes at this position: [3, -6, 4, -4]
Prices around this position:
Position 74: price 4
Position 75: price 7
Position 76: price 1
Position 77: price 5
Found sequence [3, -6, 4, -2] at position 19
Price from sequence: 5
Changes at this position: [3, -6, 4, -2]
Prices around this position:
Position 19: price 6
Position 20: price 9
Position 21: price 3
Position 22: price 7
Found sequence [3, -6, 4, 0] at position 1033
Price from sequence: 5
Changes at this position: [3, -6, 4, 0]
Prices around this position:
Position 1033: price 4
Position 1034: price 7
Position 1035: price 1
Position 1036: price 5
Found sequence [3, -6, 4, 1] at position 961
Price from sequence: 5
Changes at this position: [3, -6, 4, 1]
Prices around this position:
Position 961: price 3
Position 962: price 6
Position 963: price 0
Position 964: price 4
Found sequence [3, -6, 5, -5] at position 1310
Price from sequence: 3
Changes at this position: [3, -6, 5, -5]
Prices around this position:
Position 1310: price 6
Position 1311: price 9
Position 1312: price 3
Position 1313: price 8
Found sequence [3, -6, 5, -1] at position 1029
Price from sequence: 4
Changes at this position: [3, -6, 5, -1]
Prices around this position:
Position 1029: price 3
Position 1030: price 6
Position 1031: price 0
Position 1032: price 5
Found sequence [3, -6, 6, -6] at position 1851
Price from sequence: 2
Changes at this position: [3, -6, 6, -6]
Prices around this position:
Position 1851: price 5
Position 1852: price 8
Position 1853: price 2
Position 1854: price 8
Found sequence [3, -6, 6, -5] at position 1253
Price from sequence: 4
Changes at this position: [3, -6, 6, -5]
Prices around this position:
Position 1253: price 6
Position 1254: price 9
Position 1255: price 3
Position 1256: price 9
Found sequence [3, -6, 6, 0] at position 1235
Price from sequence: 7
Changes at this position: [3, -6, 6, 0]
Prices around this position:
Position 1235: price 4
Position 1236: price 7
Position 1237: price 1
Position 1238: price 7
Found sequence [3, -6, 6, 3] at position 319
Price from sequence: 9
Changes at this position: [3, -6, 6, 3]
Prices around this position:
Position 319: price 3
Position 320: price 6
Position 321: price 0
Position 322: price 6
Found sequence [3, -6, 7, -7] at position 880
Price from sequence: 2
Changes at this position: [3, -6, 7, -7]
Prices around this position:
Position 880: price 5
Position 881: price 8
Position 882: price 2
Position 883: price 9
Found sequence [3, -6, 7, -4] at position 1007
Price from sequence: 5
Changes at this position: [3, -6, 7, -4]
Prices around this position:
Position 1007: price 5
Position 1008: price 8
Position 1009: price 2
Position 1010: price 9
Found sequence [3, -6, 9, -2] at position 633
Price from sequence: 7
Changes at this position: [3, -6, 9, -2]
Prices around this position:
Position 633: price 3
Position 634: price 6
Position 635: price 0
Position 636: price 9
Found sequence [3, -5, -3, 1] at position 1416
Price from sequence: 1
Changes at this position: [3, -5, -3, 1]
Prices around this position:
Position 1416: price 5
Position 1417: price 8
Position 1418: price 3
Position 1419: price 0
Found sequence [3, -5, -1, 1] at position 810
Price from sequence: 4
Changes at this position: [3, -5, -1, 1]
Prices around this position:
Position 810: price 6
Position 811: price 9
Position 812: price 4
Position 813: price 3
Found sequence [3, -5, 0, -4] at position 510
Price from sequence: 0
Changes at this position: [3, -5, 0, -4]
Prices around this position:
Position 510: price 6
Position 511: price 9
Position 512: price 4
Position 513: price 4
Found sequence [3, -5, 0, 0] at position 634
Price from sequence: 4
Changes at this position: [3, -5, 0, 0]
Prices around this position:
Position 634: price 6
Position 635: price 9
Position 636: price 4
Position 637: price 4
Found sequence [3, -5, 0, 0] at position 410
Price from sequence: 2
Changes at this position: [3, -5, 0, 0]
Prices around this position:
Position 410: price 4
Position 411: price 7
Position 412: price 2
Position 413: price 2
Found sequence [3, -5, 0, 2] at position 446
Price from sequence: 3
Changes at this position: [3, -5, 0, 2]
Prices around this position:
Position 446: price 3
Position 447: price 6
Position 448: price 1
Position 449: price 1
Found sequence [3, -5, 0, 7] at position 1947
Price from sequence: 7
Changes at this position: [3, -5, 0, 7]
Prices around this position:
Position 1947: price 2
Position 1948: price 5
Position 1949: price 0
Position 1950: price 0
Found sequence [3, -5, 0, 9] at position 124
Price from sequence: 9
Changes at this position: [3, -5, 0, 9]
Prices around this position:
Position 124: price 2
Position 125: price 5
Position 126: price 0
Position 127: price 0
Found sequence [3, -5, 1, -3] at position 1020
Price from sequence: 0
Changes at this position: [3, -5, 1, -3]
Prices around this position:
Position 1020: price 4
Position 1021: price 7
Position 1022: price 2
Position 1023: price 3
Found sequence [3, -5, 1, -1] at position 989
Price from sequence: 2
Changes at this position: [3, -5, 1, -1]
Prices around this position:
Position 989: price 4
Position 990: price 7
Position 991: price 2
Position 992: price 3
Found sequence [3, -5, 1, 0] at position 1940
Price from sequence: 3
Changes at this position: [3, -5, 1, 0]
Prices around this position:
Position 1940: price 4
Position 1941: price 7
Position 1942: price 2
Position 1943: price 3
Found sequence [3, -5, 1, 1] at position 1140
Price from sequence: 4
Changes at this position: [3, -5, 1, 1]
Prices around this position:
Position 1140: price 4
Position 1141: price 7
Position 1142: price 2
Position 1143: price 3
Found sequence [3, -5, 1, 6] at position 522
Price from sequence: 9
Changes at this position: [3, -5, 1, 6]
Prices around this position:
Position 522: price 4
Position 523: price 7
Position 524: price 2
Position 525: price 3
Found sequence [3, -5, 2, -2] at position 1207
Price from sequence: 0
Changes at this position: [3, -5, 2, -2]
Prices around this position:
Position 1207: price 2
Position 1208: price 5
Position 1209: price 0
Position 1210: price 2
Found sequence [3, -5, 2, 1] at position 290
Price from sequence: 7
Changes at this position: [3, -5, 2, 1]
Prices around this position:
Position 290: price 6
Position 291: price 9
Position 292: price 4
Position 293: price 6
Found sequence [3, -5, 2, 2] at position 1612
Price from sequence: 5
Changes at this position: [3, -5, 2, 2]
Prices around this position:
Position 1612: price 3
Position 1613: price 6
Position 1614: price 1
Position 1615: price 3
Found sequence [3, -5, 2, 2] at position 106
Price from sequence: 4
Changes at this position: [3, -5, 2, 2]
Prices around this position:
Position 106: price 2
Position 107: price 5
Position 108: price 0
Position 109: price 2
Found sequence [3, -5, 2, 6] at position 1453
Price from sequence: 9
Changes at this position: [3, -5, 2, 6]
Prices around this position:
Position 1453: price 3
Position 1454: price 6
Position 1455: price 1
Position 1456: price 3
Found sequence [3, -5, 3, -3] at position 913
Price from sequence: 3
Changes at this position: [3, -5, 3, -3]
Prices around this position:
Position 913: price 5
Position 914: price 8
Position 915: price 3
Position 916: price 6
Found sequence [3, -5, 3, 1] at position 1464
Price from sequence: 8
Changes at this position: [3, -5, 3, 1]
Prices around this position:
Position 1464: price 6
Position 1465: price 9
Position 1466: price 4
Position 1467: price 7
Found sequence [3, -5, 4, 0] at position 1378
Price from sequence: 5
Changes at this position: [3, -5, 4, 0]
Prices around this position:
Position 1378: price 3
Position 1379: price 6
Position 1380: price 1
Position 1381: price 5
Found sequence [3, -5, 4, 2] at position 1162
Price from sequence: 9
Changes at this position: [3, -5, 4, 2]
Prices around this position:
Position 1162: price 5
Position 1163: price 8
Position 1164: price 3
Position 1165: price 7
Found sequence [3, -5, 5, -8] at position 1789
Price from sequence: 0
Changes at this position: [3, -5, 5, -8]
Prices around this position:
Position 1789: price 5
Position 1790: price 8
Position 1791: price 3
Position 1792: price 8
Found sequence [3, -5, 5, -6] at position 917
Price from sequence: 3
Changes at this position: [3, -5, 5, -6]
Prices around this position:
Position 917: price 6
Position 918: price 9
Position 919: price 4
Position 920: price 9
Found sequence [3, -5, 5, -3] at position 901
Price from sequence: 4
Changes at this position: [3, -5, 5, -3]
Prices around this position:
Position 901: price 4
Position 902: price 7
Position 903: price 2
Position 904: price 7
Found sequence [3, -5, 5, -2] at position 816
Price from sequence: 5
Changes at this position: [3, -5, 5, -2]
Prices around this position:
Position 816: price 4
Position 817: price 7
Position 818: price 2
Position 819: price 7
Found sequence [3, -5, 5, 1] at position 1787
Price from sequence: 9
Changes at this position: [3, -5, 5, 1]
Prices around this position:
Position 1787: price 5
Position 1788: price 8
Position 1789: price 3
Position 1790: price 8
Found sequence [3, -5, 5, 2] at position 1509
Price from sequence: 7
Changes at this position: [3, -5, 5, 2]
Prices around this position:
Position 1509: price 2
Position 1510: price 5
Position 1511: price 0
Position 1512: price 5
Found sequence [3, -5, 6, -5] at position 1476
Price from sequence: 1
Changes at this position: [3, -5, 6, -5]
Prices around this position:
Position 1476: price 2
Position 1477: price 5
Position 1478: price 0
Position 1479: price 6
Found sequence [3, -5, 6, -3] at position 738
Price from sequence: 3
Changes at this position: [3, -5, 6, -3]
Prices around this position:
Position 738: price 2
Position 739: price 5
Position 740: price 0
Position 741: price 6
Found sequence [3, -5, 6, 0] at position 1284
Price from sequence: 8
Changes at this position: [3, -5, 6, 0]
Prices around this position:
Position 1284: price 4
Position 1285: price 7
Position 1286: price 2
Position 1287: price 8
Found sequence [3, -5, 6, 2] at position 1382
Price from sequence: 8
Changes at this position: [3, -5, 6, 2]
Prices around this position:
Position 1382: price 2
Position 1383: price 5
Position 1384: price 0
Position 1385: price 6
Found sequence [3, -5, 6, 3] at position 994
Price from sequence: 9
Changes at this position: [3, -5, 6, 3]
Prices around this position:
Position 994: price 2
Position 995: price 5
Position 996: price 0
Position 997: price 6
Found sequence [3, -5, 7, -5] at position 1965
Price from sequence: 2
Changes at this position: [3, -5, 7, -5]
Prices around this position:
Position 1965: price 2
Position 1966: price 5
Position 1967: price 0
Position 1968: price 7
Found sequence [3, -5, 8, -1] at position 578
Price from sequence: 8
Changes at this position: [3, -5, 8, -1]
Prices around this position:
Position 578: price 3
Position 579: price 6
Position 580: price 1
Position 581: price 9
Found sequence [3, -5, 9, -5] at position 1408
Price from sequence: 4
Changes at this position: [3, -5, 9, -5]
Prices around this position:
Position 1408: price 2
Position 1409: price 5
Position 1410: price 0
Position 1411: price 9
Found sequence [3, -4, -3, -2] at position 867
Price from sequence: 0
Changes at this position: [3, -4, -3, -2]
Prices around this position:
Position 867: price 6
Position 868: price 9
Position 869: price 5
Position 870: price 2
Found sequence [3, -4, -2, -1] at position 996
Price from sequence: 2
Changes at this position: [3, -4, -2, -1]
Prices around this position:
Position 996: price 6
Position 997: price 9
Position 998: price 5
Position 999: price 3
Found sequence [3, -4, -2, 1] at position 1553
Price from sequence: 2
Changes at this position: [3, -4, -2, 1]
Prices around this position:
Position 1553: price 4
Position 1554: price 7
Position 1555: price 3
Position 1556: price 1
Found sequence [3, -4, -1, -2] at position 669
Price from sequence: 1
Changes at this position: [3, -4, -1, -2]
Prices around this position:
Position 669: price 5
Position 670: price 8
Position 671: price 4
Position 672: price 3
Found sequence [3, -4, -1, 0] at position 1448
Price from sequence: 1
Changes at this position: [3, -4, -1, 0]
Prices around this position:
Position 1448: price 3
Position 1449: price 6
Position 1450: price 2
Position 1451: price 1
Found sequence [3, -4, -1, 2] at position 794
Price from sequence: 2
Changes at this position: [3, -4, -1, 2]
Prices around this position:
Position 794: price 2
Position 795: price 5
Position 796: price 1
Position 797: price 0
Found sequence [3, -4, -1, 5] at position 1411
Price from sequence: 9
Changes at this position: [3, -4, -1, 5]
Prices around this position:
Position 1411: price 6
Position 1412: price 9
Position 1413: price 5
Position 1414: price 4
Found sequence [3, -4, -1, 6] at position 684
Price from sequence: 7
Changes at this position: [3, -4, -1, 6]
Prices around this position:
Position 684: price 3
Position 685: price 6
Position 686: price 2
Position 687: price 1
Found sequence [3, -4, -1, 7] at position 1278
Price from sequence: 7
Changes at this position: [3, -4, -1, 7]
Prices around this position:
Position 1278: price 2
Position 1279: price 5
Position 1280: price 1
Position 1281: price 0
Found sequence [3, -4, 0, -3] at position 1888
Price from sequence: 2
Changes at this position: [3, -4, 0, -3]
Prices around this position:
Position 1888: price 6
Position 1889: price 9
Position 1890: price 5
Position 1891: price 5
Found sequence [3, -4, 0, 0] at position 102
Price from sequence: 2
Changes at this position: [3, -4, 0, 0]
Prices around this position:
Position 102: price 3
Position 103: price 6
Position 104: price 2
Position 105: price 2
Found sequence [3, -4, 1, -2] at position 414
Price from sequence: 4
Changes at this position: [3, -4, 1, -2]
Prices around this position:
Position 414: price 6
Position 415: price 9
Position 416: price 5
Position 417: price 6
Found sequence [3, -4, 1, 0] at position 1880
Price from sequence: 1
Changes at this position: [3, -4, 1, 0]
Prices around this position:
Position 1880: price 1
Position 1881: price 4
Position 1882: price 0
Position 1883: price 1
Found sequence [3, -4, 1, 1] at position 1439
Price from sequence: 7
Changes at this position: [3, -4, 1, 1]
Prices around this position:
Position 1439: price 6
Position 1440: price 9
Position 1441: price 5
Position 1442: price 6
Found sequence [3, -4, 1, 1] at position 287
Price from sequence: 7
Changes at this position: [3, -4, 1, 1]
Prices around this position:
Position 287: price 6
Position 288: price 9
Position 289: price 5
Position 290: price 6
Found sequence [3, -4, 1, 2] at position 648
Price from sequence: 5
Changes at this position: [3, -4, 1, 2]
Prices around this position:
Position 648: price 3
Position 649: price 6
Position 650: price 2
Position 651: price 3
Found sequence [3, -4, 2, -1] at position 1241
Price from sequence: 2
Changes at this position: [3, -4, 2, -1]
Prices around this position:
Position 1241: price 2
Position 1242: price 5
Position 1243: price 1
Position 1244: price 3
Found sequence [3, -4, 2, -1] at position 1649
Price from sequence: 4
Changes at this position: [3, -4, 2, -1]
Prices around this position:
Position 1649: price 4
Position 1650: price 7
Position 1651: price 3
Position 1652: price 5
Found sequence [3, -4, 2, 2] at position 390
Price from sequence: 9
Changes at this position: [3, -4, 2, 2]
Prices around this position:
Position 390: price 6
Position 391: price 9
Position 392: price 5
Position 393: price 7
Found sequence [3, -4, 2, 3] at position 385
Price from sequence: 7
Changes at this position: [3, -4, 2, 3]
Prices around this position:
Position 385: price 3
Position 386: price 6
Position 387: price 2
Position 388: price 4
Found sequence [3, -4, 3, -2] at position 1141
Price from sequence: 4
Changes at this position: [3, -4, 3, -2]
Prices around this position:
Position 1141: price 4
Position 1142: price 7
Position 1143: price 3
Position 1144: price 6
Found sequence [3, -4, 3, -1] at position 1349
Price from sequence: 5
Changes at this position: [3, -4, 3, -1]
Prices around this position:
Position 1349: price 4
Position 1350: price 7
Position 1351: price 3
Position 1352: price 6
Found sequence [3, -4, 3, 2] at position 1511
Price from sequence: 5
Changes at this position: [3, -4, 3, 2]
Prices around this position:
Position 1511: price 1
Position 1512: price 4
Position 1513: price 0
Position 1514: price 3
Found sequence [3, -4, 4, 0] at position 562
Price from sequence: 8
Changes at this position: [3, -4, 4, 0]
Prices around this position:
Position 562: price 5
Position 563: price 8
Position 564: price 4
Position 565: price 8
Found sequence [3, -4, 5, -7] at position 458
Price from sequence: 1
Changes at this position: [3, -4, 5, -7]
Prices around this position:
Position 458: price 4
Position 459: price 7
Position 460: price 3
Position 461: price 8
Found sequence [3, -4, 5, -5] at position 947
Price from sequence: 0
Changes at this position: [3, -4, 5, -5]
Prices around this position:
Position 947: price 1
Position 948: price 4
Position 949: price 0
Position 950: price 5
Found sequence [3, -4, 5, -2] at position 1250
Price from sequence: 3
Changes at this position: [3, -4, 5, -2]
Prices around this position:
Position 1250: price 1
Position 1251: price 4
Position 1252: price 0
Position 1253: price 5
Found sequence [3, -4, 6, 0] at position 178
Price from sequence: 9
Changes at this position: [3, -4, 6, 0]
Prices around this position:
Position 178: price 4
Position 179: price 7
